text,labels
เยสเข้ น้ำเปล่าขวด50 เบียร์ช้างขวด120 มะพร้าวลูก60 แบบนี้กูไปขายเครื่องดื่มที่หัวหินดีกว่า,neg
อยากใช้ 3ce velvet ฮือออ แพ้หนักมาก แต่คือสีมันสวย!! 😭😭😭,neg
โอ้ย จะร้องไห้ ไปซื้อ NYX ที่สยามวันนี้ละคือซื้อแปรงมาด้วยอันนึง รวมของสามชิ้น ตอนคิดตังค์ก็ปกติ นี่ก็รับถุงมา ชะล่…,neg
ตอนแรกอยากได้ jazz ไปๆมาๆ แม่บอก พ่อขับไม่มรถมันเล็ก เอาคันที่ขับได้ทั้งครอบครัว จบที่ civic จ้า งงๆไปอีก,neg
บุหรี่ไฟฟ้าประกันตัวแสนนึง พระเจ้า!!!,neg
ไว้มาอีก ไม่กินleo เนาะ อิอิ,neg
แต่ว่าเนื้อวัวเอ็มเคแพงนะ ต้องไปร้านที่บุฟเนื้อวัว เปาชอบ,neg
สัสกะเทให้สีเข้ม จะครึ่งแก้วยังสีจาง ห่าลาก // ง้วงเอง,neg
#หายไปได้พักนึง!! 🌀 กลับมาอีกแล้ว!! PM 2.5 #ก็กลับมาใช้ตัวช่วย 😷 อีกแหละ!!,neg
บอกละ นานมาก คือกูก็ไม่รู้อะว่าจะทำยังไง เครียดมาก แม่ก็ด่าอยู่นั่น ร้องไห้เลย 55555,neg
ใส่นาวาร่าราคาเท่าไหร่ครับ สแตนดาดกระด้างมาก,neg
6-7 แสนให้ออกวีออส เหรอ ผมคนหนึ่ละไม่เอาแน่ เอาเงินไปซื้อ เบนซ์ E220 cdi มือ2 ปี 2004 -2008 มาขับดีกว่า ครับ,neg
แสงโสมออกไปจากร่างแล้ว กูอ้วก .. จ้า จ้าาาาาาาาา,neg
หนูสั่งหมูกรอบนะคะ.. ไม่ใช่หมูแข็งนอกแข็งในแบบนี้..บางทีก็อยากให้ MK..ช่วยปรับปรุงคุณภาพอาหารบ้างไม่ใช่สักแต่จะขายไปวันๆ..เข้าใจว่าคนติดแต่หนูว่าเมื่อก่อนคุณภาพอาหารและน้ำจิ้ม..จะดีกว่านี้มากนะคะ..อยากให้ปรับปรุงคุณภาพหน่อยค่ะ..ไปกินบ่อยแต่ก็ไม่ค่อยปรับปรุง..,neg
แค่บุหรี่ไฟฟ้าก็ระเบิดได้ ...,neg
กระลาแลน,neg
ลาก่อย,neg
"ในขณะที่ Mazda Thailand ส่งหมายเรียกลูกค้า... ให้ไปขึ้นศาล ในฐานะจำเลย พร้อมเรียกร้องให้ชดใช้ 95 ล้านบาท ทั้งๆที่เหตุเกิดจากรถที่ตัวเองขายนั้นไม่ได้มาตรฐาน และเกิดปัญหา ผมเพิ่งเป็นลูกค้ามาสด้าได้ครึ่งปี... ซื้อ mazda 2 ดีเซลตัวท็อป กำลังจะผ่อนหมดในอีกไม่นาน และเคยคิดว่าจะซื้อ cx-5... แต่ตอนนี้ไม่แล้ว คงบ๊ายบายค่ายนี้อย่างจิงจัง เพราะไม่นึกว่าผู้บริหารจะกระทำการที่ไร้สามัญสำนึกได้ถึงขนาดนี้ ขนาดฟอร์ด... เค้าโดนร้องเรียนเรื่องเฟียสต้ามาขนาดไหน... ถึงจะแก้ปัญหาไม่ได้แต่ก็ไม่เคยมาฟ้องร้องลูกค้า... ความคิดพวกคุณนี่แม่งโคตรสกปรกเลย
",neg
เป็นโฆษณาที่ฮามาก ไม่กดskipเลย 😂😂 #บร๊ะเจ้าโจ๊ก #นีเวีย,neg
พี่เขยผมจะเอารีโว่แต่ไม่ผ่านแนน เลยเอาดีแมกแทน,neg
สรุปวันนั้นมันสีส้มหรือสีแดงว้ะไม่เมานะแค่สปายไม่กี่ขวดเองอห.มืดเกินไปรึเปล่า,neg
ทำไมลิปเมเบอลีนไม่ถูกงี้น้ะ ถอยมาแต่ละแท่งน้ำตาชั้นจะไหล,neg
เสียดาย ยารักษามะเร็งทั้งนั้น,neg
สาขาอมตะ ไม่ทีกุ้งให้กิน,neg
ไปกินมา เห็นป้ายตรงซูชิบอกวาซาบิจะเผ็ดกว่าเดิม แต่เอามากินจริงๆก้อไม่เผ็ดนะเหมือนเผ็ดน้อยลง แต่ซอสนี่เค็มมากกก ทั้งๆที่จิ้มนิดเดียว,neg
เพื่อนผมโดนไป50000จ่ายตรงนั้น เฮ้ยๆ ช่องทางชัดๆ,neg
ลงไปยุในโรงครึ่งตัวละ แต่ยังมาเสือกกับโลกอีก5555,neg
ที่ เซนหาดไหญ่ หาม่ายอ่อ,neg
กุยอมใช้ผ้าอนามัย ดีกว่า 555,neg
จะเลิกกินบ้าบีก้อน2เดือนบะกินหมูทะแทน,neg
ทำบัตรเสียค่าสมัครเท่าไรค่ะ,neg
พรบคู่ชีวิต คือมึงกั๊กหาอะไร,neg
อย่ามาชีส,neg
แม่งบอกว่าไม่แพง วันนึงขายแค่โต๊ะเดียวก็พอกลับบ้านนอนได้เลย เบียร์ช้างขวดละ 120 บาทแม่วแพงกว่านั่งแดกในคาเฟ่อีก แม่งไม่รู้มันตั้งแตเกิดเคยแดกอาหารร้านอื่นที่แพงกว่าร้านมันมีไหม?,neg
5555555555555555555 เพื่อนมาเมกาแล้วรีวิวผ้าอนามัยแบบสอด โอ้ยยยยยย,neg
อิshowdcมันประกาศอย่างเป็นทางการวันนี้ ละผู้จะมา11เมษา ปุบปับไป,neg
อีทูดี้มั่ยมีไรให้ซื้อเลยย,neg
พี่ก๊อน ฝากบอกว่าใครที่รอ รีฟิว ให้รอจนแก่กันไปข้างหนึ่งเลยครับ😅😅😅😅,neg
ไม่น่าอิ่ม,neg
ดูความเร็วทางตรงอย่างเดียวไม่ได้จริงๆ ครับต้องดูความเร็วทางคดเคี้ยวด้วย jazz vios อาจแหกไปก่อนตั้งแต่โค้งแรกแล้วก็ได้,neg
หมดผโค้วต้าเดือนมีนาแล้วค่า,neg
เป็นคนเรียบๆ ง่ายๆ ไม่ชอบสีสันเยอะค่ะ เลี้ยงง่ายด้วยนะ สนใจเลี้ยงข้าวสักมื้อไหม ?#กลมกลืนมากกกกก #55555+#น้องเพชรชมพู#nissan #note #baeng_priklao #แบงพริกลาว,neg
เอ็มเคก็มีเครื่องดื่มชีสกับเขาด้วย55555 แต่เซง ชอบชุดตอกไข่หง่ะ หมดโปรไปซะละ //วันพ่อคนเย๊อะเยอะ แต่ก้งี้หล่ะ เรายังมากับพ่อเลย5555,neg
บุหรี่ไฟฟ้าทำให้พ่อมันตาย,neg
ต้องใส่ผ้าอนามัยยาวถึงหลังเลยมั้ยถึงจะไม่เปื้อนที่นอน ขก.ซัก!,neg
เหล้าต้ม กระแช่ | เหล้าขาว หงส์ทอง | ทำกูแย่มากเมื่อคืน🤮,neg
หนูเป็นคนนึงที่ชอบทาน mk นะคะ ตั้งแต่เป็ด จานละไม่ถึงร้อย..เป็นอะไรที่อร่อยมากค่ะ..แต่หลานชอบหมูกรอบค่ะ..แต่ก่อนยอมรับว่ากรอบนอกนุ่มในค่ะ..แต่เดี๋ยวนี้ หลายสาขา..สีสันหน้าตามันน่าทานค่ะแต่พอทานแล้วมันแข็งจริงๆนะคะ..เลยอยากให้ปรับปรุง..ต้องขอบคุณนะคะที่ยินดีรับไปพิจารณาและปรับปรุงค่ะ..😊😊😊,neg
พินาน่า lip lacquer ของนันดาพี่ว่าไง ดีมั้ยยย มันต่างกับของอีทูดี้ยังไงนอกจากชื่อแบรนด์อะคะ — คล้ายๆกันเลยค่ะแต่พี่…,neg
เครียดสุดก็ค่าน้ำมันกะค่าทางด่วนนี่แหละ โดนแม่ผลัก camry มาให้ขับ คือแบบ แก เงินเดือนเด็กจบใหม่ จ่ายค่าน้ำมัน camry…,neg
เกือบไปแดกช้างแล้วกุ🤭🤦‍♀️,neg
มาา บอนชอนมันคือยาเสพติดล่ะ55555 น้ำจิ้มบาบิก้อนด้วยแงงง มาม่าบ่อยไม่ดีนา../เปิดเถิกโค่ให้ดู--,neg
หมูเขียว พอเอาออกก็ไม่ไปกินละ,neg
ข่าวนี้มันสะท้อนความเป็นเผด็จการบ้านป่าด้อยพัฒนาดี นายกอยากรู้ปัญหาการค้าขายในตลาดของชาวบ้าน แต่ดันใช้ทหารไปเดินตลาดรับฟังปัญหา แทนที่จะใช้ข้าราชการกระทรวงพาณิชย์ ข้าราชการก็น่าจะอายบ้าง ถ้าไม่รู้สึกอะไรก็ถือว่าแปลกมาก #ประเทศกูมี,neg
"ขนาดนั้นเลยเหลอเมืองไทย ดีจ้าเลิกทั้งเมืองไทยก็จะดีนะ เลิกเบียร์ช้าง, สิงห์ กะทิงแรด..ประชาชนจะใด้ตายน้อยหน่อย",neg
"คนบ่นไม่ซื้อ คนซื้อไม่บ่น เจาะความแพง FORD RANGER RAPTOR: บ่นกันเยอะเรื่องราคาที่แพงแสบตับ…
",neg
ไปกินก้อรอนานมากตั้ง7คิวไม่เห็นพนักงานสนใจอะไรเลยอุตส่าชวนเพื่อนไปเสียเวลามาก,neg
ดีนะ ไม่ชอบแดกบาบีก้อน เพราะกูว่านางไม่อร่อย =_=,neg
หืออออออ ส-อ นี้ ต้องกลับบ้านนนน,neg
เราเคยสั่งmamonde เบอร์11 กับร้านนี้นะ รอนานมากกกก,neg
ผ้าอนามัยเอลิสที่เป็นลายริลัคคุมะคือกาวเหนียมาก ติดแน่นมาก แน่นจนกุแกะไม่ออก โว้ยยยยยยยยยยยยยยยยย,neg
เกลียดโฆษณาเบียร์ช้างเวียร์ชิบหาย อะไรคือความสมเหตุสมผลวะ,neg
หมูสไลด์เอมเค มึงบางกว่าหมูสไลด์สองชั้นอีกอะ -_-,neg
ไปไล่อ่านตามเม้นอ้ะ เขาใช้ศัพท์แบบว่าไม่เจออะไร แต่มันเจอเว้ยย,neg
สัส ไม่,neg
แต่เทียน่ามันขายไม่ดี นิสสันคงเน้นทำอีโคคาเต็มตัว555+,neg
คือตอนแรกก็รอตั้งกะตัวคอนเซป แต่แม่งไม่มีข่าวซะทีจะมาไม่มา มีแต่รูปจนถอดใจไปละว่าไม่เข้าไทย สรุปไปออกอัลติสเนเวอร์บีนสีแดง เพราะของมันต้องใช้ หลังจากนั้นเกือบปี แม่งก็ออกอีนี่มา หำ,neg
ที่จอดรถน้อย,neg
คล้ายๆ yaris ใหญ่กว่านิดนึงแต่ด้านหลังอึดอัดมากแคบด้วยไปดูมาแต่สวย,neg
เราไปสาขาบิ๊กซีมหาชัยคือทั้งหมูและเนื้อบางมากๆๆๆขาดด้วย,neg
ตั้งแต่แพ้โฟมอินนิสฟรี กูก็ไม่เสี่ยงใช้โฟมละ ล้างน้ำป่าวแม่ง หน้าใสขึ้นเลย...,neg
แดกเป็นแต่หงส์ 285 ของแพงมันเปลือง 555+,neg
ผมยังยืนยันทำเกินกว่าเหตุครับ,neg
เบียร์ไฮเนเก้น900×2=1800 น้ำแข็ง80×2=160 แป๊ะซะ320×1=320 ลาบทอด180×1=180 โค้ก60×1=60 #บิลมา3520พ่อมึงสิ #ชายคาพักกาย #ควรตรวจดูบิลทุกครั้งก่อนจ่าย #ควรมีสติให้ดี #เบียร์สั่งแค่2แต่มาในบิล3แบบนี้ตั้งใจโกงหน้าด้านๆ #เพราะโต๊ะข้างๆก็โดนเช่นกัน,neg
เลิกสูบทั้งบุหรี่ และบุหรี่ไฟฟ้าเถอะ แม่งเหม็นทั้ง2อย่างได้กลิ่นละปวดหัว,neg
─ ╱ 🐻╱♡̷ MK นี่ชอบกินจังเปลี่ยนบ้างก็ได้ !!! เบื่อสุกี้แล้วเบื่อเป็ดย่างด้วยแต่ไม่เบื่อเตงนะคะ อิ _ อิ,neg
1/3/2018 ฟอร์ดโฟกัส 2012 ตัวท็อป 5 ประตู ขับๆไปเครื่องดับกลางอากาศ เหตุเกิดเมื่อสักครู่เลย ไม่ทราบสาเหตุเป็นเพราะอะไร ขับไปที่ความเร็วไม่เกิน 100 อันตรายมาก ขอความเห็นและความรู้จากฟอร์ดด้วยว่าเป็นเพราะอะไร เข้าศูนย์เช็คระยะ ตามระบบของฟอร์ดทุกครั้ง ไม่มีปัญหาอะไรให้ทางศูนย์เจอ แต่พอเจ้าตัวเอารถมาใช้ พบปัญหาจุกจิ๊กเยอะมาก #ขอทราบเรื่องที่เครื่องยนต์ดับในขณะที่ขับก่อนแล้วกันครับ หวังเป็นอย่างยิ่งว่าฟอร์ดจะให้ความช่วยเหลือในเรื่องพวกนี้ได้ครับ,neg
แจ็คแดเนียลสี่ขวด อีดอก แดกหรือเททิ้ง,neg
หงส์ทองกินแล้วภาพมันจะตัด,neg
พอพูดถึงรถยนต์แล่วคิดถึงแฟนเก่าเลยค่ะ อิสัส ออกมาสด้า2มาให้กูนั่งเป็นตุ๊กตาหน้ารถได้3เดือน ไล่กูลงรถเฉยจ้าาาาา ไม่…,neg
อะไร หมดแล้ว,neg
เบื่อพวกชอบสูบแล้วพ่นขี้ปากตัวเองออกมาให้คนอื่นดม แล้วก็มีหน้ามาบอกว่าหอม สะอิดสะเอียน,neg
จะเอาแรงไปไหนครับเครื่อง ลัมโบเมืองนอกขี่ในเมืองได้แค่60 นอกเมือง90 ทางไฮย์เวย์120 ได้ยินแต่เสียงท่อ แต่ก็ไปถึงที่หมาย พอๆกับวีออส,neg
ต้องสมัครพันทิปไว้แล้วล่ะ รออ่านดราม่า mazda 2 ของนี่กับศูนย์ได้เลย,neg
เกลียดดีแม็ค สัส,neg
รูปเนื้อจากบาบิก้อนน่าจะในหมูนะไม่น่าจะใช่ในวัว นี้กินซกเล็กบ่อยมากไม่เคยเจอ รึกุแดกแบบไม่มอง,neg
อ้วนตาย 5555,neg
ผิดเพราะไม่เสียภาษีให้รัฐไง,neg
ปาย แม่งขี้โม้ว่ะ.,neg
ออกแบบได้ลงตัวมาก ภายในสวยหรูดี ปุ่มไม่เยอะจนตาลาย... เครื่องยืดหนุ่นแรงม้าได้แบบนี้ขับมันส์ ทั้งประหยัดด้วย เยี่ยม.. ราคาล่ะคราวนี้ ถ้ากดลงมาได้สัก ล้านสองกว่า ตัวเริ่มต้น ยันล้านหก ผมว่ามีอนาคตแน่ๆ เพราะ คู่แข่ง ทั้งแคมรี่ แอคคอร์ด ไม่ประทับใจเลย,neg
อยากให้ของทานเล่นร้อนกว่านี้กุ้งเทมปุระแข็งไงค่ะไม่กรอบเลยเปนทุกสาขา,neg
โซฟีสีฟ้ากลิ่นน้ำหอมแรงไป,neg
อิสัดดด มะต้องกิน เลิกคบด้วย,neg
แอร์ร้อนแต่มีพัดลมเสริม,neg
ควรปรับปรุงในเรื่องคุณภาพของเนื้อนะคะ 2 วันก่อนไปกินมาสาขาเมกา บางนา ไปกินตอนบ่ายสามไม่มีอะไรตกถึงท้องมาก่อน สั่งชุดหมูมิโซะไป ตอนเย็นท้องเสียหนักมากค่ะ ถ่ายเกือบ20รอบ ถ่ายจนเป็นน้ำ จนต้องเข้าโรงพยาบาลให้น้ำเกลือเลยค่ะเพราะเสียน้ำมาก หมอบอกอาหารเป็นพิษได้รับเชื้อไวรัส นี่เพิ่งได้ออกจากโรงบาล คงเข็ดไปอีกสักพัก แค่อยากให้ระวังไว้ค่ะ,neg
อยากลอง แต่แพ้โซฟี,neg
เพื่อนชวนกินลีโอ ไม่ได้โออิชิผสมนี่ตายไปละ พูดจิง ไม่อร่อยเลยง่ะ รสไม่นุ่ม กลิ่นก็ไม่หอม,neg
Dmax G1 ที่บ้าน 15 ปีเครื่องเดิมๆไม่เปลี่ยนไม่เคยมีปัญหา ซื้อใหม่อีกคันสงสัยคงต้องเอา Dmax กลับมาพิจารณาใหม่,neg
ถ่ายที่ไหนทำไมดูดีจังวันก่อนไปทานที่โรบินสันฉะเชิงเทราของน้อยมากไม่น่าเข้าไปทานเลย,neg
อยากให้ #TOYOTA ปรับเรื่องไฟหน้า FORTUNER ด้วยครับไฟหน้า ทำมาได้สุดทีน จริงๆครับเปิดธรรมดาก็แสบตามากพอแล้ว เจอบ้างคันเปิดไฟสูงมาลงข้างทางอย่างเดียวครับ อีกรุ่นครับ #MITSUBISHI. #ปาเจโร ไฟหน้ามาแบบ เพื่อนร่วมทางนี้หงายท้องเลยทีเดียวเชียว มันจะทำให้เจ้าของรถโดนเกลียดขี้หน้าไปด้วยทั้งๆ ทีซื้อมาเดิม เค้าจะมาโดนคนอื่นให้พร ตลอดทางเพราะรถ เอานะครับ.,neg
เค้าเเพ้สเมอร์นอฟ​อ่ะตัว,neg
หาเช่าชุดแพงกว่าค่าแดกไปอีก,neg
บาบีก้อนรออีก37คิว อีดอกกก,neg
อาทิตย์นี้ไม่ว่างน่ะจร๊ะ อด,neg
ผมเพิ่งเช็คบิล เดินออกมาแล้ว ปกติจะนั่งทานสาขาบิ๊กซีสุขาภิบาล3 และ พรอมพานาดแฟชั่น ส่วนสาขาเดอะมอลล์บางกระปิ พนักงานมองลูกค้าหยิ่ง ไม่ยิ้มแย้ม,neg
รถเพื่อนผมสรุปคือเครื่องน็อควิ่งจากชลบุรีไปไม่ถึงบ้านเคว้งคว้างกลางทางไปไหนต่อไม่ได้แถมเสียเงินค่าลากรถเข้าศูนอีกคนที่ใช้แล้วไม่พังก็ไม่ต้องมาว่าเจ้าของเม้นเขาหรอกเพื่อนมันใช้มาสด้าบีที50จนเก่าเห็นฟอร์ดสวยเท่มันก็เอาบีทีไปเทินทั้งที่หมดงวดแล้ว4*4ล้านกว่าบาทจ่ายค่างวดไป4เดือนกลับปีใกม่รถพังแล้วถามว่ารถคันล้านกว่ายังต้องมาเสี่ยงดวงอีกหรือไงแล้วถ้าบอกว่าขับไม่เป็นถึงพังแล้วยี่ห้ออื่นใช้จนหมดงวดทำไมไม่พังวะคิดสิคิดนึกถึงตัวเองก็ได้ถ้าเป็นเราจะรู้สึกยังไงออกรถใหม่ราคาหลักล้านแต่ต้องมาใช้รถลากเข้าศูน ทั้งๆที่สภาพรถดูแล้วยังใหม่เอี่ยมเงาวับอยู่เลยแต่ขับไม่ได้แถมต้องพาครอบครัวมานั่งกินข้าวลิงอีกโหคิดแล้วทั้งเหนื่อยทั้งท้อนะแบบนี้รถใครไม่พังคือคนโชคดีแต่ของคนที่เขาพังคือเขาโชคร้ายจะมาว่าเขาขับไม่เป็นมันก็เกินไป,neg
เคยโดนประกัน 7 หมื่น. ศาลปรับ พันเดียว แต่กว่าแม่งจะยื่นเรื่องไปศาล เดือนกว่า คิดเอาครับถ้าคนไม่มีเงินประกันละ ติดฟรีไปเดือนกว่านะครับ ถ้ายัด 2พัน - 1 หมื่น คิดเอาครับว่ามันหาแดกไหม แรงกว่ายาก็บุหรี่ไฟฟ้านี่ละ ถถถถถถถ,neg
สเมอนอฟพี่ว่าไม่อร่อย 5555,neg
พอเป็น Eucerin มันก็จะแพงหน่อยๆ😂,neg
แม่งเอ้ยยยยยสาบานว่าจะไม่กรอกแสงโสมเข้าปากอีก,neg
ได้มีการฝึกอบรมพนักงานรึป่าว ถึงไม่รุ้ขั้นตอนขนาดนี้ มีแต่เรื่องนะก้อน,neg
ลีโอขึ้นเป็นขวดละ110 ตอนนี้กินก้อได้สองขวดดดด,neg
อยากกินแต่ภูเก็ตไม่มีเสียใจ,neg
กูขอบายค่ะอันนี้,neg
รอนานมากยังไม่ได้ทานไม่ไหวค่ะขอบอกสาขาพลัสมอลอมตะชลบุรีปรับปรุงด้วยโต๊ะว่างก้อไม่เคลียร์ให้ลูกค้าเข้าปล่อยโต๊ะว่างให้ลูกค้ายืนรอไหวไหมค่ะแย่ค่ะ,neg
"ไม่พบพยาธิ แต่พบ!! ""Chronic inflammation and multifocal small-size abscesses are found in fibrous connective tissue next to muscle tissues. Inflammatory cells, debris cells, and bacterial clumps are located in the center."" สรุป ""เนื้อวัวมีการติดเชื้อแบคทีเรียจนเกิดการอักเสบและกลายเป็นฝีหนอง"" เอาเนื้อวัวที่ติดเชื้อแบคทีเรียมาขายนี่หนักกว่าพยาธิอีกนะคะ ก๊อบเค้ามา",neg
ฉันไม่เข้าใจคนที่มาถามหาชุด innisfree แดเนียลราคาปกติจากฉัน.... ตอนนี้ปกติหรือไม่ปกติถ้าไม่สั่งไว้ตั้งแต่ก่อนซื้อก็…,neg
ไม่อร่อยไม่คุ้ม ของน้อยมาก ของหมดไม่เติม กินบาร์บีก้อนคุ้มกว่า,neg
มันคือฝีหนองงง 😨 #เจริญอาหารมั้ยล่ะ,neg
ไม่มีสาขา พล ร่วมรายการเลย T_T,neg
เคยอ่านในนี้แหล่ะ แต่เขาลบข้อความออกไปไว ว่าโตเป็นเจ้าเดียวที่ รายงานยอดขายจาก รถที่ดันส่งเข้า 0 ของดีลเลอร์ ที่ขายไม่ดี เพราะ ตัวใหม่ ที่ปรับมา ส่ว่นลดน้อยครับ ปกติ โฉมกระจังหน้าเก่า ลดประมาณ 80000 ถึง แสน หรือแสนห้าสำหรับตัวค้าง โฉมกระจังหน้าใหม่ ลดเงินดาวน์แค่ 4 หมื่นเอง ยอดเลยไม่เยอะ เพราะ ลค เขาติดแล้วว่า โตต้องลดเยอะ ในรีโว่,neg
ติดอย่างเดียวไม่มีลูกกลิ้งเทไม่ระวัง แดกเพลียวครับ,neg
อยู่แถวสยามสแควร์ มีหัวปลาให้สั่งลงไปต้มในหม้อด้วยครับ เกี๊ยวกุ้งอร่อย ชอบมากกว่าเอ็มเค,neg
หรูอะไรแค่ยาริสคันไม่กี่แสน,neg
หลังจากเรื่องเมื่อคืน กูขอแบนสเมอร์นอฟนะ เลิกแดกเถอะนะ กูกราบ!! #ประสาทแดก 555555555,neg
แอคส่วนตัวของผู้บริหารแสนสิรินี่โฆษณามันทุกทวีตเลยเหรอ,neg
#ERROR!,neg
ดีนะกูไม่ชอบบาบีก้อน รอด,neg
คำที่หมอบอกไว้ตอนท้ายแม่งเหลือเกินจริง ๆ,neg
หงส์ทองกินแล้วภาพมันจะตัด,neg
พอพูดถึงรถยนต์แล่วคิดถึงแฟนเก่าเลยค่ะ อิสัส ออกมาสด้า2มาให้กูนั่งเป็นตุ๊กตาหน้ารถได้3เดือน ไล่กูลงรถเฉยจ้าาาาา ไม่…,neg
อะไร หมดแล้ว,neg
เบื่อพวกชอบสูบแล้วพ่นขี้ปากตัวเองออกมาให้คนอื่นดม แล้วก็มีหน้ามาบอกว่าหอม สะอิดสะเอียน,neg
จะเอาแรงไปไหนครับเครื่อง ลัมโบเมืองนอกขี่ในเมืองได้แค่60 นอกเมือง90 ทางไฮย์เวย์120 ได้ยินแต่เสียงท่อ แต่ก็ไปถึงที่หมาย พอๆกับวีออส,neg
ต้องสมัครพันทิปไว้แล้วล่ะ รออ่านดราม่า mazda 2 ของนี่กับศูนย์ได้เลย,neg
โฮกาเดนคนเดียวสี่ อิเหี้ยยยยยยยยย,neg
ควันโรงงานอุตสาหกรรมมีผลเสียกว่าควันไอน้ำอีก,neg
เหมือนแม่อะภามนี่กิน285หรอ เห้อ กุเส้า แดกเหล้าขาวแม่ง,neg
ผมชอบเค้าออกแบบท่อไอเสียมากๆเลยครับ คนออกแบบยังกะจบแค่ป.6 แต่งวดนี้ดีนะที่ไม่โฆษณาว่าเป็นผู้นำด้านเทคโนโลยี ฟังทีไรแล้วจะอ๊วก ถามจริง ที่ขายอยู่นี่มีสักรุ่นมั้ยที่มีกล้องช่วยถอย (อย่าไปฝันถึง adaptive cruise อายmazda3),neg
ขับมาสด้า3อยู่ ตอนเข้าศูนย์ ครั้งนึ่ง ช่่างบอกว่า ถ้าเครื่องเบนซินซื้อได้เลย แต่ดีเซล อย่าาาาาาาาาาาาา ไปยุ่งเชียว ถ้าไม่อยากปวด,neg
ส/ค พวกนี้มันเยอะเกินควบคุมแล้ว ขนาด อย. ยังเอามาสวม เครื่องหมายฮาลาล กะยังเอามาแปะได้ ไม่ได้ว่าครีมซองที่ขายมันไม่ดี มันดีสำหรับพกพาราคาเบา กป. แต่ถ้าไม่ใช่การ์นิเย่ โอเลย์ หรือจุฬาที่ได้มาตรฐานยุแล้วทำครีมซองออกมาคนกะใช้ แต่ยี่ห้ออื่นตอนนี้หรือแม้กระทั่งใน 7-11 น่ะมันเยอะเกินเคยตรวจสอบขริงจังมั้ย,neg
ควร จะ กระทะ ดำ ทุกสาขาได้แล้ว แม่ง ตักน้ำซุป ยากมาก ทองเหลือง อะ,neg
อีพนักงานเอ็มเค ด้ายยยยยยยยย ด้ายยยยยยยยยย เดี๋ยวเจอคอมเพลน อิสัส,neg
แบบนี้บริษัท สิงห์ จะโดนจับเหมือนประชาชนมั้ยครับ ข้อหาโฆษณานำเสนอสิ่งมึนเมา เซเว่นมีคนใช้บริการตั้งแต่หัวดำยันหัวหงอก ขึ้นชื่อว่าสะดวกซื้อมึงก็สะดวกเกินไปรึป่าว,neg
พี่ก๊อน ฝากบอกว่าใครที่รอ รีฟิว ให้รอจนแก่กันไปข้างหนึ่งเลยครับ😅😅😅😅,neg
ไม่น่าอิ่ม,neg
ดูความเร็วทางตรงอย่างเดียวไม่ได้จริงๆ ครับต้องดูความเร็วทางคดเคี้ยวด้วย jazz vios อาจแหกไปก่อนตั้งแต่โค้งแรกแล้วก็ได้,neg
หมดผโค้วต้าเดือนมีนาแล้วค่า,neg
เป็นคนเรียบๆ ง่ายๆ ไม่ชอบสีสันเยอะค่ะ เลี้ยงง่ายด้วยนะ สนใจเลี้ยงข้าวสักมื้อไหม ?#กลมกลืนมากกกกก #55555+#น้องเพชรชมพู#nissan #note #baeng_priklao #แบงพริกลาว,neg
เอ็มเคก็มีเครื่องดื่มชีสกับเขาด้วย55555 แต่เซง ชอบชุดตอกไข่หง่ะ หมดโปรไปซะละ //วันพ่อคนเย๊อะเยอะ แต่ก้งี้หล่ะ เรายังมากับพ่อเลย5555,neg
บุหรี่ไฟฟ้าทำให้พ่อมันตาย,neg
อ่านแคลก็จะอ้วกยังต้องมาเลื่อนผ่านเจอตัวอ่อนพยาธิในหมูบาบิก้อนอีก เห้อ,neg
แสงโสมเพรียวสัสหมา,neg
แม่ง เบียร์ช้างเห็นๆ โฆษณาแอบแฝง ได้กี่บาทวะ,neg
น่าจะขายไม่ดีแหละ โคตะระเซง,neg
อันนี้เคยเจอมากับตัว สมัยกาดสวนแก้วเปิดใหม่ๆ มีร้านสุกี้ ที่ไม่ใช่ เอ็มเค เปิดอยู่ชั้น 1 เจอพยาธิ ดิ้นออกมาจากไส้อ่อน ตัวเป็นๆ เพราะมันโดนน้ำร้อนลวกไง และไม่เคยคิดจะฟ้องร้องทางร้าน ผจก.ร้านมาดู มาขอโทษ ก็แค่นั้น ... ฟ้องร้องน่ะ แต่คิดว่าให้อภัยดีกว่า แต่จากในข่าว ฟ้องร้องตั้ง 6 ล้าน มันเกินไปป่าววะ เกลียดนักพวกที่ใช้ช่องโหว่ทางกฎหมาย เพื่อหาประโยชน์เข้าตัวเอง,neg
Free entry ควยเหอะ ...!!! แทนที่จะแจ้งว่าบัตรเข้า 970 ได้ 5 คน บังคับให้ซื้อ smirnoff 1 set ถึงเข้าไดเ และไอเหี้ย ก่อน 4 ทุ่มไม่ขายเบียร์ มึงไม่แจ้งให้มันหมด ๆ หน้าเพจไปหละ และลุกค้า Walk in ที่ไม่แดกเหล้า แดกแต่เบียร์ทำไง ???,neg
อิสัส ค่าผ้าอนามัยแพงพอๆกับค่าเหล้า,neg
ไม่ใด้ครับรายใด้หลักเค้ามาจากตรงนี้,neg
